CMR Processing Modes	CMR-Verarbeitungsmodi
Color printing without explicit color managementYou can include color images or specify colors for AFP objects in your print jobs and send them to an AFP color printer. The color images and objects print in color, based on the default settings in your print server and printer. If you like the colors that the default color management settings provide, or if it is not essential that you print in exactly the right colors, you probably do not need to implement a full color management solution. However, if you want better control over the consistency and accuracy of your colors for devices, you might consider color management at some point in the future.To understand some of the basic concepts about color printing, see:	Farbdruck ohne explizites FarbmanagementSie können Farbabbilder einschließen oder Farben für AFP-Objekte in Ihren Druckjobs angeben und an einen AFP-Farbdrucker senden. Die Farbabbilder und Objekte werden auf der Grundlage der Standardeinstellungen des Druckservers und Druckers in Farbe gedruckt.Wenn Ihnen die über die standardmäßigen Farbmanagementeinstellungen gebotenen Farben zusagen oder wenn es nicht unbedingt erforderlich ist, dass in genau den richtigen Farben gedruckt wird, müssen Sie vermutlich keine vollständige Farbmanagementlösung implementieren. Möchten Sie jedoch die Konsistenz und Genauigkeit von Farben für -Einheiten besser steuern, könnten Sie irgendwann in der Zukunft den Einsatz von Farbmanagement in Betracht ziehen.Wenn Sie einige der grundlegenden Konzepte zum Farbdruck verstehen möchten, lesen Sie die folgenden Abschnitte:
Resources that document composition software includes inlineMost often, print bureaus use document composition software to generate highly customized and personalized color output. AFP color management is largely built into the document composition tools that support their processes. The software puts all the resources that the printer needs into the print job and sends it to a print server. The print server sends the print job to the printer, and the printer uses the resources as appropriate. By using this method, you know that the required resources, including the resources required for color management, are available for any print job that is sent to the printer. However, including all the resources can make the print job very large, and moving large print jobs through your system might slow down system performance. Also, you might not be able to save resources that are downloaded with a print job on the printer so they can be reused without being downloaded later.For	Von Dokumenterstellungssoftware integrierte RessourcenAm häufigsten wird in Druckbüros Dokumenterstellungssoftware eingesetzt, um spezifisch angepasste und personalisierte Farbausgaben zu generieren. Das AFP-Farbmanagement ist in die Programme zur Dokumenterstellung, die die Prozesse in Druckbüros unterstützen, zum größten Teil integriert. Die Software integriert alle vom Drucker benötigten Ressourcen in den Druckjob und sendet ihn an einen Druckserver. Der Druckserver sendet den Druckjob an den Drucker und der Drucker verwendet die Ressourcen nach Bedarf.Bei Einsatz dieser Methode wissen Sie, dass die erforderlichen Ressourcen, einschließlich derjenigen für das Farbmanagement, für jeden an den Drucker gesendeten Druckjob verfügbar sind. Durch das Einbeziehen aller Ressourcen kann der Druckjob jedoch sehr umfangreich werden und das Verschieben solcher umfangreichen Jobs über das System kann die Systemleistung verlangsamen. Außerdem ist es Ihnen eventuell nicht möglich,
more information about color printing, see:	die mit einem Druckjob auf den Drucker heruntergeladenen Ressourcen zu speichern, damit sie zu einem späteren Zeitpunkt ohne erneutes Herunterladen erneut verwendet werden können.Weitere Informationen zum Farbdruck finden Sie unter:
General information about color printing and color management:	Allgemeine Informationen zum Farbdruck und Farbmanagement:
Scenario describing a possible implementation:	Szenario mit der Beschreibung einer möglichen Implementierung:
Resources stored and managed centrallyTo take full advantage of the AFP CMOCA, you can store your color and image resources in a central resource library, and let your print system manage those resources. This option optimizes system performance by:	Zentral gespeicherte und verwaltete RessourcenWenn Sie das AFP CMOCA voll nutzen möchten, können Sie Ihre Farb- und Abbildressourcen in einer zentralen Ressourcenbibliothek speichern und diese Ressourcen vom Drucksystem verwalten lassen. Bei dieser Option wird die Systemleistung durch Folgendes optimiert:
Creating some of the color management resources for you automatically	Einige der Farbmanagementressourcen werden automatisch erstellt.
Reducing the number of color conversion resources that the system creates at print time by generating link color conversion color management resources in advance	Die Anzahl der Ressourcen zur Farbkonvertierung, die vom System zur Druckzeit erstellt werden, wird durch das Generieren von CMRs (Color Management Resources, Farbmanagementressourcen) zur Farbkonvertierung für Verbindungen im Voraus verringert.
Reducing the size of some images by removing embedded profiles when you store them, yet still retaining the association between the image and the profile	Die Größe einiger Abbilder wird dadurch verringert, dass eingebettete Profile beim Speichern entfernt werden, die Zuordnung zwischen Abbild und Profil aber weiterhin erhalten bleibt.
Letting you mark resources as capturable, so they can be saved on the printer and used in other print jobs without being downloaded again	Sie können Ressourcen als speicherbar kennzeichnen, damit sie auf dem Drucker gespeichert und in weiteren Druckjobs verwendet werden können, ohne dass sie erneut heruntergeladen werden müssen.
For an introduction to the full AFP CMOCA and how you might implement it, see:	Eine Einführung in das vollständige AFP CMOCA und dessen mögliche Implementierung finden Sie unter:
General information about color and grayscale printing and color management:	Allgemeine Informationen zum Farb- und Graustufendruck sowie zum Farbmanagement:
Scenario describing a possible implementation:	Szenario mit der Beschreibung einer möglichen Implementierung:
DownloadLineData	DownloadLineData
Use this workflow for line data or mixed-mode data sets that are submitted through Download for z/OS or AFP Download Plus. This workflow sets values for job properties by using values set in each step in the workflow and by using a job properties file.	Verwenden Sie diesen Workflow für Datensätze mit Zeilendaten oder Daten im gemischten Format, die über Download for z/OS oder AFP Download Plus übergeben werden. Dieser Workflow legt Werte für Jobmerkmale fest, indem er die in den einzelnen Schritten des Workflows festgelegten Werte und eine Jobmerkmaldatei benutzt.
DownloadLineDatasuppliedworkflows	DownloadLineDatabereitgestelltWorkflows
The input device specifies a control file, receive_jcl_jobtype.cfg, to change JCL parameters for a job to a job properties file in  property name=value format that is read by the first step in this workflow. The JCL parameters are sent from the z/OS host in a separate file.	Die Eingabeeinheit legt eine Steuerdatei fest, receive_jcl_jobtype.cfg, um die JCL-Parameter eines Jobs in eine Jobmerkmaldatei im Format  Merkmalname=Wert zu ändern, die vom ersten Schritt in diesem Workflow gelesen wird. Die JCL-Parameter werden vom z/OS-Host in einer separaten Datei gesendet.
messages might refer to this particular type of control file as an overrides file.	In -Nachrichten kann dieser bestimmte Typ von Steuerdatei Überschreibungsdatei genannt werden.
The ConvertLineDataJobIntoAFP step that this workflow contains returns messages in the language that its External program language property specifies.	Der in diesem Workflow enthaltene Schritt ConvertLineDataJobIntoAFP gibt Nachrichten in der Sprache zurück, die in dem Merkmal Sprache für externes Programm des Schritts angegeben ist.
The EnableRepositioning and CreatePageRanges steps that this workflow contains return messages in the language in which the  base product is installed.	Die in diesem Workflow enthaltenen Schritte EnableRepositioning und CreatePageRanges geben Nachrichten in der Sprache zurück, in der das -Basisprodukt installiert wurde.
Phases and steps	Phasen und Schritte
Receive:	Empfang:
SetJobPropsFromTextFile	SetJobPropsFromTextFile
DetectInputDataStream	DetectInputDataStream
Prepare:	Vorbereitung:
UseInlineFormDefinition	UseInlineFormDefinition
ConvertLineDataJobIntoAFP	ConvertLineDataJobIntoAFP
Print:	Druck:
EnableRepositioning	EnableRepositioning
CreatePageRanges	CreatePageRanges
WaitForGroup	WaitForGroup
PrintJobs	PrintJobs
Complete:	Abschluss:
RetainCompletedJobs	RetainCompletedJobs
RemoveJobs	RemoveJobs
getCurrentAFPFile syntax	Syntax der Methode getCurrentAFPFile
getCurrentAFPFile syntax	Syntax der Methode getCurrentAFPFile
getCurrentAFPFile syntax	Syntax der Methode getCurrentAFPFile
The getCurrentAFPFile method returns the name of an AFP print file in the spool directory for the job. If a file that contains a page range selected from the original print file exists, it returns the name of that file. If not, it returns the name of the original print file. This is useful for working with reprinted jobs, which can contain a subset of the original job.The method uses no parameters. Authorized users must always use this format for the method:${getCurrentAFPFile()}	Die Methode getCurrentAFPFile gibt den Namen einer AFP-Druckdatei im Spoolverzeichnis für den Job aus. Wenn eine Datei, die einen aus der Original-Druckdatei ausgewählten Seitenbereich enthält, vorhanden ist, wird der Name dieser Datei ausgegeben. Wenn nicht, wird der Name der Original-Druckdatei ausgegeben. Dies ist hilfreich für die Arbeit mit erneut gedruckten Jobs, die eine Untergruppe des Original-Jobs enthalten können.Die Methode benutzt keine Parameter. Berechtigte Benutzer müssen immer das folgende Format für die Methode verwenden: ${getCurrentAFPFile()}
getCurrentAFPFile exampleA workflow contains an external step in the Print phase, before the PrintJobs step, that specifies this property and value:	Beispiel für getCurrentAFPFileEin Workflow enthält einen externen Schritt in der Druckphase vor dem Schritt PrintJobs, der dieses Merkmal wie auch den Wert festlegt:
External command [Print][RunExternalProgram]	Externer Befehl [Print][RunExternalProgram]
Value: itm_driver -C ${getControlFileName()} -F"-itm_in_files ${getCurrentAFPFile()} -itm_out_files ${getFileName(print,pdf,write)}"	Wert: itm_driver -C ${getControlFileName()} -F"-itm_in_files ${getCurrentAFPFile()} -itm_out_files ${getFileName(print,pdf,write)}"
The first time that a job of this type is printed,  copies the print file to the tmp subdirectory as 10000004.print.afp. The external command converts the AFP file to PDF for printing.When the job is reprinted, the operator selects a range of pages from the original print file.  copies only the selected pages to the tmp subdirectory as 10000004.print_range.afp. The external command converts 10000004.print_range.afp to PDF format.	Wenn ein Job dieses Typs zum ersten Mal gedruckt wird, kopiert  die Druckdatei als 10000004.print.afp in das Unterverzeichnis tmp. Der externe Befehl konvertiert die AFP-Datei zum Drucken in eine PDF.Beim erneuten Drucken des Jobs wählt der Bediener einen Seitenbereich aus der Original-Druckdatei aus.  kopiert nur die ausgewählten Seiten als 10000004.print_range.afp in das Unterverzeichnis tmp. Der externe Befehl konvertiert 10000004.print_range.afp in das PDF-Format.
Page definitions for B4-sized paper	Pagedefs für Papier im Format DIN B4
page definitionsB4-sized paperP1D0556BP1D06063P1D0748BP1D08083P1D08462P1D11382	PagedefsPapier im Format DIN B4P1D0556BP1D06063P1D0748BP1D08083P1D08462P1D11382
Page definition	Page definition
Printable area (width by height, in inches)	Bedruckbarer Bereich (BreitexHöhe)
Print lines per page	Druckzeilen pro Seite
Print position: Down or across	Druckposition: Abwärts oder Horizontal
Recommended raster font	Empfohlener Raster-Font
Recommended outline font	Empfohlener Outline-Font
Printing direction	Druckrichtung
Page orientation	Seitenausrichtung
P1D0556B	P1D0556B
14.0 by 8.96	14.0x8.96Zoll/ 201,6x288,5mm
55 at 6.1 lpi	55 bei 6,1 Zeilen pro Zoll
30/0	30/0
GT10	GT10
Up	Aufwärts
Landscape	Querformat
P1D06063(see the note)	P1D06063(siehe Anmerkung)
14.0 by 9.79	14.0x9.79Zoll/ 201,6x288,5mm
60 at 6.1 lpi	60 bei 6,1 Zeilen pro Zoll
30/0	30/0
GT10	GT10
Down	Abwärts
Landscape	Querformat
P1D0748B	P1D0748B
14.0 by 8.96	14.0x8.96Zoll/ 201,6x288,5mm
74 at 8.2 lpi	74 bei 8,2 Zeilen pro Zoll
24/0	24/0
